predict_pm25,predict_pm10,predict_no2,predict_co,predict_so2,predict_o3,predict_aqi,predict_temp,predict_hum
9.014575,10.094347,0.259928,0.20878899,0.8800003,1.4276562,37.560726,24.499784,51.208103
9.199867,10.2998295,0.24992214,0.20890446,0.88999504,1.4507887,38.33278,24.499784,51.2011
8.799706,9.800708,0.24992214,0.20076619,0.88999504,1.4205087,36.665443,24.500275,51.299145
8.400213,9.600013,0.259928,0.20878899,0.8700417,1.3896927,35.00089,24.50006,51.300407
8.69997,10.310064,0.2399046,0.17974156,0.88999504,1.3882025,36.249874,24.500193,51.26601
8.700152,10.101529,0.21993242,0.17974156,0.88999504,1.3694372,36.250633,24.500193,51.201782
9.100423,10.199338,0.1999842,0.14999355,0.86004335,1.2697864,37.918427,24.500679,51.20041
8.700435,9.697437,0.20993021,0.14999355,0.88999504,1.311689,36.25181,24.500275,51.528885
8.901283,10.100359,0.1999842,0.14999355,0.8999213,1.3098427,37.08868,24.500679,51.699177
8.899168,10.100568,0.1999842,0.16002072,0.8700417,1.2599064,37.079865,24.500645,51.69881
8.700435,9.699384,0.19003472,0.14999355,0.88999504,1.2699887,36.25181,24.599222,51.700645
8.900975,9.895681,0.1999842,0.16950002,0.8700417,1.1997992,37.087395,24.695808,51.70695
9.394647,10.497573,0.20993021,0.16062598,0.88999504,1.2499526,39.14436,24.692204,51.505245
9.000218,10.1000805,0.1999842,0.14999355,0.8800003,1.229895,37.500908,24.800331,51.50121
8.899411,9.998636,0.19003472,0.14999355,0.8700417,1.1889719,37.08088,24.802547,51.282356
8.898413,9.997968,0.20993021,0.16002072,0.8800003,1.1997442,37.076717,24.8935,51.27038
9.301554,10.801091,0.19003472,0.16063568,0.8800003,1.1997081,38.756474,24.900438,51.099632
9.197584,10.399111,0.1999842,0.15000325,0.8700417,1.1899953,38.323265,24.996935,50.999363
9.1089115,10.909446,0.1999842,0.14038399,0.8800003,1.1804982,37.953796,24.993319,50.996304
8.600056,10.0016,0.20993021,0.16003042,0.8700417,1.1797541,35.833565,25.10147,51.00007
8.69805,10.107814,0.20993021,0.15000325,0.8501523,1.1743543,36.24187,25.106167,50.996063
8.60068,9.601774,0.1999842,0.16020373,0.88999504,1.1810232,35.836166,25.197506,50.89929
8.898329,10.002848,0.1999842,0.15017655,0.8800003,1.1385168,37.07637,25.201046,50.803318
8.40345,9.402706,0.1999842,0.15017655,0.8700417,1.13975,35.014374,25.20082,50.683033
8.300237,9.298961,0.1999842,0.15017655,0.88999504,1.1804997,34.58432,25.301048,50.800137
8.100325,8.999682,0.20993021,0.16020373,0.8800003,1.147832,33.75135,25.29873,50.599377
8.600566,9.601227,0.20993021,0.15017655,0.86004335,1.1321568,35.83569,25.300282,50.399803
8.697987,9.700418,0.19003472,0.14991239,0.8700417,1.1399429,36.241608,25.348091,50.27038
8.497813,9.503803,0.19003472,0.15009135,0.8501523,1.1389664,35.407555,25.348217,50.009575
8.404384,9.294341,0.21993242,0.16934466,0.8800003,1.1425402,35.018265,25.350254,49.9641
8.000016,8.900533,0.20993021,0.15986536,0.8800003,1.1307663,33.3334,25.500324,49.798737
8.499214,9.698791,0.19003472,0.15986536,0.86004335,1.1199809,35.41339,25.500584,49.700768
8.699736,9.698377,0.20993021,0.16934466,0.8800003,1.1182487,36.248898,25.500118,49.60391
9.001405,10.199364,0.20993021,0.15009135,0.8800003,1.1305948,37.50585,25.50037,49.499306
8.699426,9.700418,0.1999842,0.15009135,0.8700417,1.1183498,36.247604,25.500618,49.397438
8.601342,9.900631,0.1999842,0.15009135,0.8800003,1.0998176,35.838924,25.599035,49.29962
8.198269,9.59995,0.20993021,0.15009135,0.86004335,1.0904021,34.15945,25.59948,49.200035
7.99999,8.900755,0.20993021,0.15009135,0.8800003,1.1102905,33.33329,25.699278,49.101974
7.902295,8.800893,0.20993021,0.15986536,0.8800003,1.0901812,32.926228,25.700085,49.100174
8.100299,9.000426,0.20993021,0.15986536,0.8700417,1.0918514,33.751244,25.69967,49.122803
8.300142,9.200292,0.20993021,0.15986536,0.8800003,1.1108295,34.583923,25.701448,48.996147
8.700352,9.699803,0.1999842,0.14040078,0.88999504,1.0920868,36.251465,25.798893,48.999214
8.699588,10.20013,0.1999842,0.14040078,0.86004335,1.0797546,36.24828,25.799973,49.000706
8.600099,10.300792,0.1999842,0.15009135,0.8800003,1.0999055,35.833744,25.799973,48.902344
8.000212,9.8138895,0.1999842,0.16934466,0.8800003,1.080011,33.334213,25.798428,48.79553
8.196833,9.696498,0.21993242,0.15009135,0.8700417,1.0794644,34.15347,25.906937,48.532066
8.195558,9.100435,0.21993242,0.15986536,0.88999504,1.111327,34.148155,25.891384,48.58819
8.499378,9.50125,0.1999842,0.15009135,0.88999504,1.0989883,35.414074,25.90363,48.598377
8.100237,9.296917,0.21993242,0.15986536,0.8700417,1.0604223,33.750984,25.999046,48.401382
8.197315,9.69595,0.20993021,0.15986536,0.8800003,1.0915688,34.15548,25.998684,48.228268
8.100237,9.399925,0.21993242,0.15986536,0.8800003,1.0794644,33.750984,25.999046,48.199986
8.300245,9.199649,0.1999842,0.14040078,0.86004335,1.0702373,34.584354,26.000233,48.200527
8.499552,9.399925,0.20993021,0.15986536,0.8800003,1.0794644,35.4148,25.998901,48.099213
8.499296,9.4000225,0.1999842,0.14040078,0.88999504,1.0989883,35.413734,25.99857,48.002243
8.299982,9.200153,0.20993021,0.15986536,0.86004335,1.0598135,34.583256,25.999453,48.000286
8.197063,9.100761,0.1999842,0.15009135,0.88999504,1.0909233,34.15443,26.107435,48.035423
8.000059,8.90025,0.20993021,0.15009135,0.8700417,1.0598029,33.33358,26.102423,48.012997
8.100368,8.998756,0.20993021,0.15009135,0.8800003,1.0796251,33.75153,26.102423,47.999985
8.10004,8.999923,0.21993242,0.16934466,0.86004335,1.0605541,33.750168,26.100624,47.89907
8.198885,9.101225,0.20993021,0.14040078,0.8800003,1.040637,34.162018,26.101957,47.899654
8.198952,9.101329,0.1999842,0.15009135,0.8800003,1.0909233,34.162296,26.198896,47.900436
8.402115,9.40059,0.19003472,0.14040078,0.86004335,1.0741704,35.008812,26.199633,47.88541
8.401597,9.296859,0.1999842,0.15009135,0.86004335,1.0400282,35.006653,26.199633,47.898617
8.797366,9.803595,0.21993242,0.15986536,0.8700417,1.0698708,36.65569,26.19976,47.900402
8.796755,9.806775,0.21993242,0.15986536,0.8700417,1.060154,36.653145,26.19976,47.897957
8.6998205,9.69975,0.21993242,0.15009135,0.86004335,1.0400282,36.249252,26.199875,47.801586
8.300343,9.5000925,0.20993021,0.15009135,0.8800003,1.0698708,34.58476,26.199202,47.900604
8.300224,9.198622,0.21993242,0.15009135,0.8800003,1.0695198,34.584267,26.197178,47.831036
8.499348,9.501344,0.20993021,0.15009135,0.86004335,1.0400282,35.413948,26.199202,47.599735
8.601132,9.598238,0.21993242,0.14040078,0.8700417,1.0698708,35.83805,26.30129,47.59807
8.794183,9.803595,0.20993021,0.15986536,0.8700417,1.0698708,36.642426,26.30267,47.600086
9.000001,10.100047,0.20993021,0.15986536,0.8700417,1.0312189,37.500004,26.300768,47.599026
8.401115,9.400247,0.20993021,0.15009135,0.8700417,1.060154,35.004646,26.301764,47.501854
7.799076,8.599364,0.21993242,0.15986536,0.8700417,1.0689808,32.49615,26.399334,47.30023
7.3004994,8.100782,0.20993021,0.15009135,0.8501523,1.0400282,30.418747,26.399334,47.299393
7.999552,8.90025,0.20993021,0.15009135,0.86004335,1.0195252,33.331463,26.500406,47.200523
8.600905,9.898472,0.20993021,0.14040078,0.8800003,1.078845,35.837105,26.598173,47.003395
8.4996605,9.90003,0.21993242,0.15009135,0.8700417,1.0502558,35.41525,26.598995,46.999985
1.5997237,2.2004724,0.2898936,0.16983503,1.699478,1.17984,6.665515,33.89989,68.99998
1.7487977,3.4725537,0.30186522,0.18007657,1.7226238,1.1998544,7.286657,33.89987,69.000015
1.6999635,3.5982583,0.29984525,0.16983503,1.7397895,1.1897962,7.083181,33.8999,69.000015
1.7004809,4.100538,0.27994362,0.16035573,1.7299273,1.161815,7.085337,33.900063,68.99996
1.6979654,2.8999465,0.29984525,0.16035573,1.7299273,1.1995652,7.0748553,33.89987,69.0
1.5005108,2.7996545,0.2898936,0.16983503,1.7397895,1.1998544,6.252128,33.89987,69.09881
0.10060651,0.20137984,0.29984525,0.16983503,1.7597914,1.2301581,0.41919377,33.89987,68.999855
0.10851665,0.20123255,0.28921106,0.16035573,1.74722,1.166264,0.4521527,33.95776,69.00044
0.10799637,0.20137984,0.28921106,0.16983503,1.74722,1.2301581,0.44998485,33.95776,68.99984
0.33862808,0.30036265,0.28909,0.140638,0.9839298,1.2000655,1.4109503,33.89987,68.98896
0.3442024,0.2999367,0.2898936,0.16035573,1.7164006,1.1301994,1.4341766,33.95776,69.00262
0.29952428,0.30008397,0.2898936,0.16983503,1.7993068,1.2599473,1.2480178,33.99867,68.99998
0.10060651,1.4001756,0.29984525,0.16983503,1.7993068,1.2500092,1.2964588,33.89987,68.90111
0.59985554,2.5000503,0.30865923,0.18007657,1.7103605,1.1900543,2.499398,33.8999,69.000015
6.0993137,7.699784,0.13008282,2.9894528,0.039821494,0.48976892,25.413807,32.40015,57.900482
6.1988964,8.299976,0.12020696,2.8098474,0.030434296,0.48959407,25.828733,32.40015,57.79982
6.1000767,10.2990675,0.12020696,2.7299378,0.030254945,0.4799303,25.416985,32.400013,57.90038
5.902046,9.602063,0.12033519,2.6133685,0.030242631,0.47138998,24.591858,32.40015,58.112293
6.301541,9.000354,0.12020696,2.7601259,0.030434296,0.4799303,26.25642,32.40015,58.30056
6.3977246,8.443489,0.12020696,2.758558,0.030434296,0.4715169,26.657185,32.40015,58.58833
6.695701,9.898921,0.12020696,2.79915,0.030434296,0.4803304,27.898754,32.400013,58.289375
6.099353,8.001448,0.12020696,2.817894,0.030527644,0.45942795,25.413969,32.40015,58.30154
6.000619,8.099775,0.12020696,2.941211,0.03006081,0.471313,25.002579,32.40015,58.198627
6.19871,8.399748,0.08933773,1.9004898,0.119109064,0.43129575,25.827957,32.40015,58.19909
6.3007555,8.799346,0.13008282,3.130476,0.09904618,0.4596028,26.253147,32.40015,58.100258
6.3007555,8.700545,0.14004417,3.3396876,0.111520715,0.48010516,26.253147,32.40015,57.799812
6.3007555,9.000354,0.13008282,2.9710119,0.11357105,0.48010516,26.253147,32.40015,57.370544
6.000138,8.299976,0.14004417,3.4788773,0.13002618,0.48039412,25.000574,32.40015,56.80102
6.000138,8.099775,0.14004417,3.4299965,0.13002618,0.47990125,25.000574,32.40015,56.99768
6.000723,8.001448,0.14004417,3.369888,0.17928663,0.48976892,25.003012,32.40015,57.399906
6.3990064,8.900154,0.14004417,3.4096541,0.13060807,0.48976892,26.662525,32.40015,57.699615
6.196192,9.200499,0.12274495,2.7959518,0.145528,0.45942795,25.817465,32.40015,57.716434
6.3006377,9.898921,0.13008282,2.9702432,0.1480879,0.48010516,26.252657,32.400013,57.7992
6.0003533,8.799346,0.14004417,3.299972,0.13993289,0.48976892,25.00147,32.40015,57.700996
6.0991845,8.89921,0.07012485,1.4110025,0.33016682,0.43082935,25.413267,32.40015,57.20051
5.899745,8.999207,0.07012485,1.308816,0.3301664,0.41929972,24.58227,32.49934,56.89888
5.7793922,7.6949286,0.07012485,1.3710818,0.3297929,0.3880698,24.080801,32.505653,57.200207
5.6996303,7.2029,0.060321048,1.289756,0.32143384,0.38953114,23.748459,32.500984,57.200207
6.0007114,8.299948,0.060321048,1.2205896,0.30932346,0.37989625,25.002964,32.499893,57.303066
6.300261,8.399719,0.060321048,1.2897351,0.30995417,0.37989625,26.251087,32.499893,57.798004
6.399088,9.502271,0.060321048,1.1673105,0.325568,0.3703295,26.662865,32.498592,58.294212
6.399088,8.800083,0.060321048,1.2634603,0.27578473,0.3703295,26.662865,32.49923,58.69928
6.6998987,10.700442,0.07012485,1.2699187,0.19027881,0.37984976,27.916245,32.500004,58.700233
6.399435,9.699862,0.060321048,1.3508027,0.21915983,0.36023778,26.664312,32.49923,58.69972
5.8998775,11.000294,0.060321048,1.759141,0.16053785,0.35999075,24.582823,32.59972,58.800198
5.502195,7.9992228,0.060321048,1.3502518,0.16070132,0.36985722,22.925812,32.60003,58.799313
5.299293,7.999202,0.060321048,1.0600957,0.16992225,0.36029124,22.080387,32.700623,58.60023
5.8002048,6.799438,0.07012485,1.3699913,0.14961806,0.35108867,24.167519,32.700188,58.100212
6.3997416,8.100438,0.07012485,1.379581,0.16145621,0.37008885,26.665588,32.697147,57.7005
6.6965857,9.814124,0.060321048,1.2849511,0.16634753,0.35728782,27.90244,32.824062,57.3518
7.2948666,9.810827,0.060321048,1.1674513,0.16938105,0.37811857,30.395277,32.800613,53.352276
7.20092,9.900476,0.060321048,1.170232,0.27004656,0.36047843,30.003832,32.800663,54.59921
